Processed File Name,Group,Year,Boundary Level,Source 1,Source 2,License,Link to Source Data,Changes,Known Errors,Raw File Name,,
CUB_ADM2.zip,Cuba,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,A couple islands in the northern part are not included in the ADM2 layer and should be,exported_boundaries_Cuba.shp.zip,,
CYP_ADM0.zip,Cyprus,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Famagusta.shp.zip,,
CYP_ADM1.zip,Cyprus,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Famagusta.shp.zip,,
CZE_ADM0.zip,Czech Republic,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Hlavní_město_Praha_AL6.shp.zip,,
CZE_ADM1.zip,Czech Republic,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Hlavní_město_Praha_AL6.shp.zip,,
CZE_ADM2.zip,Czech Republic,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,World_AL7.zip,,
CZE_ADM3.zip,Czech Republic,2017,ADM 3,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Accuracy could not be confirmed,czech_adm3_osm.zip,,
CZE_ADM4.zip,Czech Republic,2017,ADM 4,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Accuracy could not be confirmed,Czech_adm4_osm.zip,,
COD_ADM2.zip,Democratic Republic of Congo,2010,ADM 2,Referential Geographique Commune,,"Public Domain, ""They remain however downloadable free of charge on the website www.rgc.cd""",http://www.rgc.cd/index.php?option=com_content&view=category&layout=blog&id=41&Itemid=183,No,,district (1).zip,,
COD_ADM3.zip,Democratic Republic of Congo,2010,ADM 3,Referential Geographique Commune,,"Public Domain, ""They remain however downloadable free of charge on the website www.rgc.cd""",http://www.rgc.cd/index.php?option=com_content&view=category&layout=blog&id=41&Itemid=183,No,,territoire.zip,,
DRC_ADM1.zip,Democratic Republic of Congo,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Democratic_Republic_of_the_Congo.shp.zip,,
DRC_ADM0.zip,Democratic Republic of Congo,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Democratic_Republic_of_the_Congo.shp.zip,,
DNK_ADM0.zip,Denmark,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Capital_Region_of_Denmark_AL4.shp.zip,,
DNK_ADM1.zip,Denmark,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Capital_Region_of_Denmark_AL4.shp.zip,,
DNK_ADM2.zip,Denmark,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,Denmark_AL7.shp.zip,,
DJI_ADM0.zip,Djibouti,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Ali_Sabieh.shp.zip,,
DJI_ADM1.zip,Djibouti,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Ali_Sabieh.shp.zip,,
DMA_ADM0.zip,Dominica,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Saint_Andrew_Parish.shp.zip,,
DMA_ADM1.zip,Dominica,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Saint_Andrew_Parish.shp.zip,,
DOM_ADM0.zip,Dominican Republic,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Dominican_Republic.shp.zip,,
DOM_ADM1.zip,Dominican Republic,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Dominican_Republic.shp.zip,,
DOM_ADM2.zip,Dominican Republic,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,exported_boundaries_Dominican_Republic.shp.zip,,
ECU_ADM0.zip,Ecuador,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,3 undelimited zones are excluded completely from this layer,exported_boundaries_Azuay.shp.zip,,
ECU_ADM1.zip,Ecuador,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,3 undelimited zones are excluded completely from this layer,exported_boundaries_Azuay.shp.zip,,
ECU_ADM2.zip,Ecuador,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,3 undelimited zones are excluded completely from this layer,Ecuador_AL6.zip,,
EGY_ADM0.zip,Egypt,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,egypt_adm1_osm.zip,,
EGY_ADM1.zip,Egypt,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,egypt_adm1_osm.zip,,
EGY_ADM2.zip,Egypt,2005,ADM 2,Justin Meyers,USAID,"Public domain, received via FOIA request",https://github.com/justinelliotmeyers/official_egypt_administrative_boundary_shapefile,No,Could not verify accuracy,District_region.zip,,
SLV_ADM0.zip,El Salvador,2015,ADM 0,Centro Nacional de Registros,,Non-commercial use,http://www.cnr.gob.sv/geoportal-cnr/,No,,dptoA_WGS_1984.zip,,
SLV_ADM1.zip,El Salvador,2015,ADM 1,Centro Nacional de Registros,,Non-commercial use,http://www.cnr.gob.sv/geoportal-cnr/,No,,dptoA_WGS_1984.zip,,
SLV_ADM2.zip,El Salvador,2015,ADM 2,Centro Nacional de Registros,,Non-commercial use,http://www.cnr.gob.sv/geoportal-cnr/,No,,munA_WGS_1984.zip,,
GNQ_ADM0.zip,Equatorial Guinea,2016,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Annobón.shp.zip,,
GNQ_ADM1.zip,Equatorial Guinea,2016,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,"Outdated, missing a province created in 2017",exported_boundaries_Annobón.shp.zip,,
GNQ_ADM2.zip,Equatorial Guinea,2013,ADM 2,"World Resources Institute, Congo Forest Basin Atlas",,Creative Commons BY 4.0,http://www.wri.org/our-work/project/congo-basin-forests/equatorial-guinea,No,"Outdated, missing one district",GNQ_municipios.zip,,
ERI_ADM0.zip,Eritrea,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Anseba_Region.shp.zip,,
ERI_ADM1.zip,Eritrea,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Anseba_Region.shp.zip,,
ERI_ADM2.zip,Eritrea,2005,ADM 2,Derived from SEDAC CIESIN GPW-V3 Subnational Boundaries Map,Leigh Seitz,CC 3.0 Attribution,http://sedac.ciesin.columbia.edu/data/set/gpw-v3-subnational-admin-boundaries/maps?contains=eritrea,No,"Missing names, does not fit squarely into ADM 1 level","eriadbnd.jpg, ERI_ADM0.zip",,
EST_ADM0.zip,Estonia,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,Estonia_adm2_osm.zip,,
EST_ADM2.zip,Estonia,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,exported_boundaries_Harju_maakond.shp.zip,,
EST_ADM1.zip,Estonia,2016,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,Estonia_adm2_osm.zip,,
ETH_ADM0.zip,Ethiopia,2016,ADM 0,Open Africa,Code for Ethiopia,"Creative Commons Attribution, Open Government license",https://africaopendata.org/dataset/ethiopia-shapefiles,No,,ethiopiaregion.zip,,
ETH_ADM1.zip,Ethiopia,2016,ADM 1,Open Africa,Code for Ethiopia,"Creative Commons Attribution, Open Government license",https://africaopendata.org/dataset/ethiopia-shapefiles,No,,ethiopiaregion.zip,,
ETH_ADM2.zip,Ethiopia,2016,ADM 2,Open Africa,Code for Ethiopia,"Creative Commons Attribution, Open Government license",https://africaopendata.org/dataset/ethiopia-shapefiles,No,,ethiopia-zone.zip,,
ETH_ADM3.zip,Ethiopia,2016,ADM 3,Open Africa,Code for Ethiopia,"Creative Commons Attribution, Open Government license",https://africaopendata.org/dataset/ethiopia-shapefiles,No,,ethiopiaworeda.zip,,
FJI_ADM0.zip,Fiji,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Central.shp (1).zip,,
FJI_ADM1.zip,Fiji,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Central.shp (1).zip,,
FJI_ADM2.zip,Fiji,2014,ADM 2,POPGIS,,Granted to redistribute in email,http://prism.spc.int/regional-data-and-tools/popgis2,No,,shp_provinces.zip,,
FJI_ADM3.zip,Fiji,2014,ADM 3,POPGIS,,Granted to redistribute in email,http://prism.spc.int/regional-data-and-tools/popgis2,No,,shp_tikinas.zip,,
FJI_ADM4.zip,Fiji,2014,ADM 4,POPGIS,,Granted to redistribute in email,http://prism.spc.int/regional-data-and-tools/popgis2,No,,shp_eas.zip,,
FIN_ADM0.zip,Finland,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Åland_Islands.shp.zip,,
FIN_ADM1.zip,Finland,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Åland_Islands.shp.zip,,
FIN_ADM2.zip,Finland,2016,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,Finland_adm2_osm.zip,,
FRA_ADM0.zip,France,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_French_Guiana.shp.zip,,
FRA_ADM1.zip,France,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,exported_boundaries_French_Guiana.shp.zip,,
FRA_ADM2.zip,France,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,France_AL6.zip,,
FRA_ADM3.zip,France,2017,ADM 3,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,France_AL7.zip,,
FRA_ADM5.zip,France,2017,ADM 5,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,France_AL8.zip,,
GAB_ADM0.zip,Gabon,2015,ADM 0,Second Administrative Level Boundaries (SALB),United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Only for humanitarian actors,https://data.humdata.org/dataset/gabon-administrative-boundaries,No,,gabadmbndp11msalb.zip,,
GAB_ADM1.zip,Gabon,2015,ADM 1,Second Administrative Level Boundaries (SALB),United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Only for humanitarian actors,https://data.humdata.org/dataset/gabon-administrative-boundaries,Yes,,gabadmbndp11msalb.zip,,
GAB_ADM2.zip,Gabon,2015,ADM 2,Second Administrative Level Boundaries (SALB),United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Only for humanitarian actors,https://data.humdata.org/dataset/gabon-administrative-boundaries,Yes,,gabadmbndp21msalb.zip,,
GMB_ADM0.zip,Gambia,2017,ADM 0,World Food Programme,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Only for humanitarian actors,https://data.humdata.org/dataset/gambia-administrative-boundaries,No,,gmb_admbnda_adm1_lga_1m_United Nations Office for the Coordination of Humanitarian Affairs.zip,,
GMB_ADM1.zip,Gambia,2017,ADM 1,World Food Programme,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Only for humanitarian actors,https://data.humdata.org/dataset/gambia-administrative-boundaries,No,,gmb_admbnda_adm1_lga_1m_United Nations Office for the Coordination of Humanitarian Affairs.zip,,
GMB_ADM2.zip,Gambia,2017,ADM 2,World Food Programme,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Only for humanitarian actors,https://data.humdata.org/dataset/gambia-administrative-boundaries,No,Could not verify accuracy,gmb_admbnda_adm2_district_1m_United Nations Office for the Coordination of Humanitarian Affairs.zip,,
GEO_ADM0.zip,Georgia,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_South_Ossetia.shp.zip,,
GEO_ADM1.zip,Georgia,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_South_Ossetia.shp.zip,,
GEO_ADM2.zip,Georgia,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,Georgia_adm2_osm.zip,,
DEU_ADM0.zip,Germany,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Baden-Württemberg.shp.zip,,
DEU_ADM1.zip,Germany,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Baden-Württemberg.shp.zip,,
DEU_ADM2.zip,Germany,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,"Names need to be cleaned, small islands need to be disaggregated",germany_adm2_osm_fixme.zip,,
GHA_ADM0.zip,Ghana,2015,ADM 0,Global Administrative Unit Layers (GAUL),United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Only for humanitarian actors,https://data.humdata.org/dataset/ghana-administrative-boundaries,No,,gha_admbndp1_1m_gaul.zip,,
GHA_ADM1.zip,Ghana,2015,ADM 1,Global Administrative Unit Layers (GAUL),United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Only for humanitarian actors,https://data.humdata.org/dataset/ghana-administrative-boundaries,Yes,,gha_admbndp1_1m_gaul.zip,,
GHA_ADM2.zip,Ghana,2006,ADM 2,Global Administrative Unit Layers (GAUL),United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Only for humanitarian actors,https://data.humdata.org/dataset/ghana-administrative-boundaries,No,Outdated,gha_admbndp2_1m_gaul.zip,,
GRC_ADM0.zip,Greece,2016,ADM 0,EuroGeoGraphics,Regional IM Working Group - Europe,Creative Commons Attribution,https://data.humdata.org/dataset/gree,No,,GR_bsm_admn_adm1_py_EuroGeoGraphics_2015_pp.zip,,
GRC_ADM1.zip,Greece,2016,ADM 1,EuroGeoGraphics,Regional IM Working Group - Europe,Creative Commons Attribution,https://data.humdata.org/dataset/gree,No,Regions used as ADM1,GR_bsm_admn_adm1_py_EuroGeoGraphics_2015_pp.zip,,
GRC_ADM2.zip,Greece,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,"Regional units used as ADM2, Region of Agion Oros is not included in this layer",exported_boundaries_Greece.shp.zip,,
GRC_ADM3.zip,Greece,2017,ADM 3,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,"Municipalities used as ADM3, Region of Agion Oros is not included in this layer",exported_boundaries_Greece.shp.zip,,
GRD_ADM0.zip,Grenada,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Grenada.shp.zip,,
GTM_ADM0.zip,Guatemala,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,exported_boundaries_Alta_Verapaz.shp.zip,,
GTM_ADM1.zip,Guatemala,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,exported_boundaries_Alta_Verapaz.shp.zip,,
GTM_ADM2.zip,Guatemala,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Missing at least 6 municipalities in Guatemala department,exported_boundaries_Guatemala.shp.zip,,
GIN_ADM0.zip,Guinea,2016,ADM 0,World Food Programme,Derived from ADM3 layer,Creative Commons Attribution,https://data.humdata.org/dataset/guinea-boundary-admin3,No,,guinea_admin3.zip,,
GIN_ADM1.zip,Guinea,2016,ADM 1,World Food Programme,Derived from ADM3 layer,Creative Commons Attribution,https://data.humdata.org/dataset/guinea-boundary-admin3,No,,guinea_admin3.zip,,
GIN_ADM2.zip,Guinea,2016,ADM 2,World Food Programme,Derived from ADM3 layer,Creative Commons Attribution,https://data.humdata.org/dataset/guinea-boundary-admin3,No,,guinea_admin3.zip,,
GIN_ADM3.zip,Guinea,2016,ADM 3,World Food Programme,International Organization on Migration,Creative Commons Attribution,https://data.humdata.org/dataset/guinea-boundary-admin3,No,Might be missing one sub-prefecture,guinea_admin3.zip,,
GNB_ADM0.zip,Guinea Bissau,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Guinea-Bissau.shp.zip,,
GNB_ADM1.zip,Guinea Bissau,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,exported_boundaries_Guinea-Bissau.shp.zip,,
GNB_ADM2.zip,Guinea Bissau,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,exported_boundaries_Guinea-Bissau.shp.zip,,
GUY_ADM0.zip,Guyana,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Barina-Waini.shp.zip,,
GUY_ADM1.zip,Guyana,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Barina-Waini.shp.zip,,
HTI_ADM0.zip,Haiti,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Artibonite_Department.shp.zip,,
HTI_ADM1.zip,Haiti,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Artibonite_Department.shp.zip,,
HTI_ADM2.zip,Haiti,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Arrondissement_Belle-Anse.shp.zip,,
HND_ADM0.zip,Honduras,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Atlántida.shp.zip,,
HND_ADM1.zip,Honduras,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Atlántida.shp.zip,,
HND_ADM2.zip,Honduras,2015,ADM 2,Sistema Nacional de Información Territorial (SINIT),United Nations Office for the Coordination of Humanitarian Affairs Regional Office for Latin America and the Caribbean (ROLAC),Creative Commons,https://data.humdata.org/dataset/division-politica-de-honduras,No,Water territories cut out,limitemunicipal.zip,,
HUN_ADM0.zip,Hungary,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Bács-Kiskun.shp.zip,,
HUN_ADM1.zip,Hungary,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Bács-Kiskun.shp.zip,,
HUN_ADM2.zip,Hungary,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,"hungary_adm2_osm_budapest.zip, hungary_adm2_osm_missingone.zip",,
HUN_ADM3.zip,Hungary,2017,ADM 3,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,"hungary_adm3_budapest.zip, hungary_adm3_missingone.zip",,
ISL_ADM0.zip,Iceland,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Capital_Region.shp.zip,,
ISL_ADM1.zip,Iceland,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Capital_Region.shp.zip,,
ISL_ADM2.zip,Iceland,2016,ADM 2,National Land Survey of Iceland,,Granted to redistribute in terms of use,https://gatt.lmi.is/geonetwork/srv/eng/catalog.search#/metadata/%7B145A8881-D20B-49DF-A00B-3E9B9CE49E78%7D,No,,IS50V_MORK_17062017_ISN2004.zip,,
IND_ADM0.zip,India,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Andaman_and_Nicobar_Islands.shp.zip,,
IND_ADM1.zip,India,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Andaman_and_Nicobar_Islands.shp.zip,,
IND_ADM2.zip,India,2011,ADM 2,Datameet Group of India,,Creative Commons 2.0,http://projects.datameet.org/maps/districts/,No,,maps-master.zip,,
IDN_ADM0.zip,Indonesia,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Aceh.shp.zip,,
IDN_ADM1.zip,Indonesia,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Aceh.shp.zip,,
IRN_ADM0.zip,Iran,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,iran_adm1_osm.zip,,
IRN_ADM1.zip,Iran,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,iran_adm1_osm.zip,,
IRN_ADM2.zip,Iran,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,"Missing a few districts, one extra district",iran_adm2_osm.zip,,
IRQ_ADM0.zip,Iraq,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Al_Anbar.shp.zip,,
IRQ_ADM1.zip,Iraq,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Al_Anbar.shp.zip,,
IRL_ADM0.zip,Ireland,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_County_Carlow.shp.zip,,
IRL_ADM1.zip,Ireland,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_County_Carlow.shp.zip,,
IRL_ADM2.zip,Ireland,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,"Not an official administrative division, not a complete layer",ireland_adm2_osm.zip,,
ISR_ADM0.zip,Israel,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Center_District.shp.zip,,
ISR_ADM1.zip,Israel,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Center_District.shp.zip,,
ISR_ADM2.zip,Israel,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,"This shapefile is not complete, but it is the best openly available source of localities. ",exported_boundaries_Israel.shp.zip,,
ITA_ADM0.zip,Italy,2016,ADM 0,"ISTAT, National Institute of Statistics",,"Creative Commons Attribution 3.0, in the legal notices section of the website",http://www.istat.it/it/archivio/124086,No,,Limiti_2016_WGS84.zip,,
ITA_ADM1.zip,Italy,2016,ADM 1,"ISTAT, National Institute of Statistics",,"Creative Commons Attribution 3.0, in the legal notices section of the website",http://www.istat.it/it/archivio/124086,No,,Limiti_2016_WGS84.zip,,http://www.lmi.is/wp-content/uploads/2013/10/License-for-use-of-free-NLSI-data-General-Terms.pdf
ITA_ADM2.zip,Italy,2016,ADM 2,"ISTAT, National Institute of Statistics",,"Creative Commons Attribution 3.0, in the legal notices section of the website",http://www.istat.it/it/archivio/124086,No,,Limiti_2016_WGS84.zip,,
ITA_ADM3.zip,Italy,2016,ADM 3,"ISTAT, National Institute of Statistics",,"Creative Commons Attribution 3.0, in the legal notices section of the website",http://www.istat.it/it/archivio/124086,No,,Limiti_2016_WGS84.zip,,
JAM_ADM0.zip,Jamaica,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Clarendon.shp.zip,,
JAM_ADM1.zip,Jamaica,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Clarendon.shp.zip,,
JAM_ADM3.zip,Jamaica,2017,ADM 3,"Justin Meyers, Planning Office of Jamaica",,Open Data Commons,https://github.com/justinelliotmeyers/official_jamaica_administrative_boundary_shapefile,No,,official_jamaica_administrative_boundary_shapefile-master.zip,,
JPN_ADM0.zip,Japan,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Aichi_Prefecture.shp.zip,,
JPN_ADM1.zip,Japan,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Aichi_Prefecture.shp.zip,,
JPN_ADM2.zip,Japan,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,japan_adm2_osm.zip,,
JOR_ADM0.zip,Jordan,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Ajlun.shp.zip,,
JOR_ADM1.zip,Jordan,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Ajlun.shp.zip,,
KAZ_ADM0.zip,Kazakhstan,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,kazakhstan_adm1_osm.zip,,
KAZ_ADM1.zip,Kazakhstan,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Missing Baikonur,kazakhstan_adm1_osm.zip,,
KAZ_ADM2.zip,Kazakhstan,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Needs to be verified,kazakhstan_adm2_osm.zip,,
KEN_ADM0.zip,Kenya,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,kenya_adm1_osm.zip,,
KEN_ADM1.zip,Kenya,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,kenya_adm1_osm.zip,,
KEN_ADM2.zip,Kenya,2011,ADM 2,David Muthami,ArcGIS Online,Permission granted in email,http://www.arcgis.com/home/item.html?id=ad8e3036e9f44fb7bf933a2af3d4ca7c,No,,District (2).zip,,
